Dublin Core:Identifier,Dublin Core:Identifier,Dublin Core:Relation,Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Title,Dublin Core:Title,Dublin Core:Creator,Dublin Core:Creator,Dublin Core:Publisher,Dublin Core:Publisher,Dublin Core:Publisher,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Extent,Dublin Core:Description,Dublin Core:Description,Dublin Core:Coverage,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Creator,Dublin Core:Creator,Dublin Core:Creator,Dublin Core:Creator,Dublin Core:Description,Dublin Core:Description,Dublin Core:Language,Dublin Core:Coverage,Dublin Core:Relation1,Dublin Core:Relation2,Dublin Core:Identifier_,Dublin Core:Title_,Dublin Core:Creator_,Dublin Core:Publisher_,Dublin Core:Description_,Dublin Core:Coverage_,Dublin Core:Relation_
<a href='http://hdl.handle.net/2451/42444'>http://hdl.handle.net/2451/42444</a>,,isawdca_000093.pdf,<a href='http://www.worldcat.org/oclc/74318103'>OCLC: 74318103</a>,book,Асрори Истаравшан,Asrori Istaravshan,Asrori Istaravshan,"Ne""matov, Numan Ne""matovich","Неъматов, Н.Н.",Душанбе,Dushanbe,"Нашриëти ""Ирфон""","Nashriëti ""Irfon""",1972,54,,,Tajikistan,Tajikistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42444'>full:001:https://archive.nyu.edu/bitstream/2451/42444</a>/1/isawdca_000093.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42444'>thumb:001:https://archive.nyu.edu/bitstream/2451/42444</a>/2/isawdca_000093_thumb.png,<a href='http://hdl.handle.net/2451/42444'>http://hdl.handle.net/2451/42444</a>|<a href='http://www.worldcat.org/oclc/74318103'>OCLC: 74318103</a>,Асрори Истаравшан|Asrori Istaravshan|Asrori Istaravshan,"Ne""matov, Numan Ne""matovich|Неъматов, Н.Н.","Душанбе|Dushanbe|Нашриëти ""Ирфон""|Nashriëti ""Irfon""",,Tajikistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42444'>full:001:https://archive.nyu.edu/bitstream/2451/42444</a>/1/isawdca_000093.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42444'>thumb:001:https://archive.nyu.edu/bitstream/2451/42444</a>/2/isawdca_000093_thumb.png
<a href='http://hdl.handle.net/2451/42445'>http://hdl.handle.net/2451/42445</a>,,isawdca_000095.pdf,,book,Байыркы маданият эстиликтерин сактайлы,Baĭyrky madanii͡at ėstilikterin saktaĭly,,"Kozhemi͡ako, P.N.","Кожемяко, П.Н.",Фрунзе,Frunze,"""Кыргызстан"" Басмасы","""Kyrgyzstan"" Basmasy",1969,146,,,Kyrgyzstan,"title is: ""To protect ancient cultural monuments""","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Kyrgyz,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42445'>full:001:https://archive.nyu.edu/bitstream/2451/42445</a>/1/isawdca_000095.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42445'>thumb:001:https://archive.nyu.edu/bitstream/2451/42445</a>/2/isawdca_000095_thumb.png,<a href='http://hdl.handle.net/2451/42445'>http://hdl.handle.net/2451/42445</a>,Байыркы маданият эстиликтерин сактайлы|Baĭyrky madanii͡at ėstilikterin saktaĭly,"Kozhemi͡ako, P.N.|Кожемяко, П.Н.","Фрунзе|Frunze|""Кыргызстан"" Басмасы|""Kyrgyzstan"" Basmasy",,Kyrgyzstan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42445'>full:001:https://archive.nyu.edu/bitstream/2451/42445</a>/1/isawdca_000095.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42445'>thumb:001:https://archive.nyu.edu/bitstream/2451/42445</a>/2/isawdca_000095_thumb.png
<a href='http://hdl.handle.net/2451/42446'>http://hdl.handle.net/2451/42446</a>,,isawdca_000096.pdf,<a href='http://www.worldcat.org/oclc/91117411'>OCLC: 91117411</a>,book,Бактрийская легенда,Baktriĭskai︠a︡ legenda,Baktriĭskai︠a︡ legenda,"Sagdullaev, A. (Anatoliĭ)","Сагдуллаев, А.",Ташкент,Tashkent,"""Узбекистан""","""Uzbekistan""",1990,63,,,Uzbekistan,Bactria--Civilization.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42446'>full:001:https://archive.nyu.edu/bitstream/2451/42446</a>/1/isawdca_000096.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42446'>thumb:001:https://archive.nyu.edu/bitstream/2451/42446</a>/2/isawdca_000096_thumb.png,<a href='http://hdl.handle.net/2451/42446'>http://hdl.handle.net/2451/42446</a>|<a href='http://www.worldcat.org/oclc/91117411'>OCLC: 91117411</a>,Бактрийская легенда|Baktriĭskai︠a︡ legenda|Baktriĭskai︠a︡ legenda,"Sagdullaev, A. (Anatoliĭ)|Сагдуллаев, А.","Ташкент|Tashkent|""Узбекистан""|""Uzbekistan""",,Uzbekistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42446'>full:001:https://archive.nyu.edu/bitstream/2451/42446</a>/1/isawdca_000096.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42446'>thumb:001:https://archive.nyu.edu/bitstream/2451/42446</a>/2/isawdca_000096_thumb.png
<a href='http://hdl.handle.net/2451/42447'>http://hdl.handle.net/2451/42447</a>,,isawdca_000097.pdf,<a href='http://www.worldcat.org/oclc/84234099'>OCLC: 84234099</a>,book,Бактрия - сквозь мглу веков,Baktrii︠a︡ skvozʹ mglu vekov,Baktrii︠a︡ skvozʹ mglu vekov,"Sarianidi, V. I. (Viktor Ivanovich)","Сарианиди, В.И.",Москва,Moskva,"""Мысль""","""Mysl""'",1984,196,,,Afganistan,Balkh Region (Afghanistan)--Antiquities. Afghanistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42447'>full:001:https://archive.nyu.edu/bitstream/2451/42447</a>/1/isawdca_000097.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42447'>thumb:001:https://archive.nyu.edu/bitstream/2451/42447</a>/2/isawdca_000097_thumb.png,<a href='http://hdl.handle.net/2451/42447'>http://hdl.handle.net/2451/42447</a>|<a href='http://www.worldcat.org/oclc/84234099'>OCLC: 84234099</a>,Бактрия - сквозь мглу веков|Baktrii︠a︡ skvozʹ mglu vekov|Baktrii︠a︡ skvozʹ mglu vekov,"Sarianidi, V. I. (Viktor Ivanovich)|Сарианиди, В.И.","Москва|Moskva|""Мысль""|""Mysl""'",,Afganistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42447'>full:001:https://archive.nyu.edu/bitstream/2451/42447</a>/1/isawdca_000097.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42447'>thumb:001:https://archive.nyu.edu/bitstream/2451/42447</a>/2/isawdca_000097_thumb.png
<a href='http://hdl.handle.net/2451/42448'>http://hdl.handle.net/2451/42448</a>,,isawdca_000098.pdf,<a href='http://www.worldcat.org/oclc/5663319'>OCLC: 5663319</a>,book,Бурятские шаманистические и дошаманистические термины,Buri︠a︡tskie shamanisticheskie i doshamanisticheskie terminy : opyt ateisticheskoĭ interpretat︠s︡ii,Buri︠a︡tskie shamanisticheskie i doshamanisticheskie terminy : opyt ateisticheskoĭ interpretat︠s︡ii,"Manzhigeev, I. A. (Ivan Alekseevich)","Манжигеев, И.А.",Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",1978,129,,,Buri͡atii͡a,Shamanism--Russia (Federation)--Buri͡atii͡a--Terminology. Buriat language--Dictionaries.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42448'>full:001:https://archive.nyu.edu/bitstream/2451/42448</a>/1/isawdca_000098.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42448'>thumb:001:https://archive.nyu.edu/bitstream/2451/42448</a>/2/isawdca_000098_thumb.png,<a href='http://hdl.handle.net/2451/42448'>http://hdl.handle.net/2451/42448</a>|<a href='http://www.worldcat.org/oclc/5663319'>OCLC: 5663319</a>,Бурятские шаманистические и дошаманистические термины|Buri︠a︡tskie shamanisticheskie i doshamanisticheskie terminy : opyt ateisticheskoĭ interpretat︠s︡ii|Buri︠a︡tskie shamanisticheskie i doshamanisticheskie terminy : opyt ateisticheskoĭ interpretat︠s︡ii,"Manzhigeev, I. A. (Ivan Alekseevich)|Манжигеев, И.А.","Москва|Moskva|Изд-во ""Наука""|Izd-vo ""Nauka""",,Buri͡atii͡a,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42448'>full:001:https://archive.nyu.edu/bitstream/2451/42448</a>/1/isawdca_000098.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42448'>thumb:001:https://archive.nyu.edu/bitstream/2451/42448</a>/2/isawdca_000098_thumb.png
<a href='http://hdl.handle.net/2451/42449'>http://hdl.handle.net/2451/42449</a>,,isawdca_000099.pdf,,book,В глубь тысячелетий по долинам Киргизстана,V glub' tysi͡acheletiĭ po dolinam Kirgizstana,,"I͡Unusaliev, M.B.","Юнусалиев, М.Б.",Фрунзе,Frunze,"Изд-во ""Мектеп""","Izd-vo ""Mektep""",1970,37,,,Kyrgyzstan,Into the depth of millenia in the valleys of Kyrgyzstan,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42449'>full:001:https://archive.nyu.edu/bitstream/2451/42449</a>/1/isawdca_000099.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42449'>thumb:001:https://archive.nyu.edu/bitstream/2451/42449</a>/2/isawdca_000099_thumb.png,<a href='http://hdl.handle.net/2451/42449'>http://hdl.handle.net/2451/42449</a>,В глубь тысячелетий по долинам Киргизстана|V glub' tysi͡acheletiĭ po dolinam Kirgizstana,"I͡Unusaliev, M.B.|Юнусалиев, М.Б.","Фрунзе|Frunze|Изд-во ""Мектеп""|Izd-vo ""Mektep""",,Kyrgyzstan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42449'>full:001:https://archive.nyu.edu/bitstream/2451/42449</a>/1/isawdca_000099.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42449'>thumb:001:https://archive.nyu.edu/bitstream/2451/42449</a>/2/isawdca_000099_thumb.png
<a href='http://hdl.handle.net/2451/42450'>http://hdl.handle.net/2451/42450</a>,,isawdca_000100.pdf,<a href='http://www.worldcat.org/oclc/85173281'>OCLC: 85173281</a>,book,В стране Золотого огня,V strane zolotogo ogni︠a︡,V strane zolotogo ogni︠a︡,"Sagdullaev, A. (Anatoliĭ)","Сагдуллаев, А., Ртвеладзе, Э.",Ташкент,Tashkent,"""Узбекистан""","""Uzbekistan""",1983,99,,,Uzbekistan,Uzbekistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.","Rtveladze, Ė. V. (Ėdvard Vasilʹevich)",,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42450'>full:001:https://archive.nyu.edu/bitstream/2451/42450</a>/1/isawdca_000100.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42450'>thumb:001:https://archive.nyu.edu/bitstream/2451/42450</a>/2/isawdca_000100_thumb.png,<a href='http://hdl.handle.net/2451/42450'>http://hdl.handle.net/2451/42450</a>|<a href='http://www.worldcat.org/oclc/85173281'>OCLC: 85173281</a>,В стране Золотого огня|V strane zolotogo ogni︠a︡|V strane zolotogo ogni︠a︡,"Sagdullaev, A. (Anatoliĭ)|Сагдуллаев, А., Ртвеладзе, Э.|Rtveladze, Ė. V. (Ėdvard Vasilʹevich)","Ташкент|Tashkent|""Узбекистан""|""Uzbekistan""",,Uzbekistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42450'>full:001:https://archive.nyu.edu/bitstream/2451/42450</a>/1/isawdca_000100.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42450'>thumb:001:https://archive.nyu.edu/bitstream/2451/42450</a>/2/isawdca_000100_thumb.png
<a href='http://hdl.handle.net/2451/42457'>http://hdl.handle.net/2451/42457</a>,,isawdca_000103.pdf,<a href='http://www.worldcat.org/oclc/462843237'>OCLC: 462843237</a>,book,Введение в булгаро-татарскую эпиграфику,Vvedenie v bulgaro-tatarskui͡u ėpigrafiku,Vvedenie v bulgaro-tatarskui︠u︡ ėpigrafiku,"I͡Usupov, G.V.","Юсупов, Г.В.",Москва,Moskva-Leningrad,Изд-во Академии наук СССР,Izd-vo Akademii nauk SSSR,1960,335,,,,"Inscriptions, Tatar--Russian S.F.S.R.--Bolgar Velikiy.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42457'>full:001:https://archive.nyu.edu/bitstream/2451/42457</a>/1/isawdca_000103.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42457'>thumb:001:https://archive.nyu.edu/bitstream/2451/42457</a>/2/isawdca_000103_thumb.png,<a href='http://hdl.handle.net/2451/42457'>http://hdl.handle.net/2451/42457</a>|<a href='http://www.worldcat.org/oclc/462843237'>OCLC: 462843237</a>,Введение в булгаро-татарскую эпиграфику|Vvedenie v bulgaro-tatarskui͡u ėpigrafiku|Vvedenie v bulgaro-tatarskui︠u︡ ėpigrafiku,"I͡Usupov, G.V.|Юсупов, Г.В.",Москва|Moskva-Leningrad|Изд-во Академии наук СССР|Izd-vo Akademii nauk SSSR,,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42457'>full:001:https://archive.nyu.edu/bitstream/2451/42457</a>/1/isawdca_000103.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42457'>thumb:001:https://archive.nyu.edu/bitstream/2451/42457</a>/2/isawdca_000103_thumb.png
<a href='http://hdl.handle.net/2451/42458'>http://hdl.handle.net/2451/42458</a>,,isawdca_000104.pdf,<a href='http://www.worldcat.org/oclc/81150444'>OCLC: 81150444</a>,book,Вооружение енисейских кыргызов VI-XII вв.,Vooruzhenie eniseĭskikh kyrgyzov VI-XII vv.,Vooruzhenie eniseĭskikh kyrgyzov VI-XII vv.,"Khudi︠a︡kov, I︠U︡. S. (I︠U︡liĭ Sergeevich)","Худяков, Ю.С.",Новосибирск,Novosibirsk,"Изд-во ""Наука"", Сибирское отд-ние","Izd-vo ""Nauka,"" Sibirskoe otd-nie",1980,178,,,,"Kyrguz--Russia(Federation)--Siberia--Antiquities. Weapons--Russia (Federation)--Siberia. Excavations (Archaeology)--Russia--Siberia. Archaeology, Medieval. Siberia (Russia)--Antiquities.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.","Medvedev, V.E.",,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42458'>full:001:https://archive.nyu.edu/bitstream/2451/42458</a>/1/isawdca_000104.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42458'>thumb:001:https://archive.nyu.edu/bitstream/2451/42458</a>/2/isawdca_000104_thumb.png,<a href='http://hdl.handle.net/2451/42458'>http://hdl.handle.net/2451/42458</a>|<a href='http://www.worldcat.org/oclc/81150444'>OCLC: 81150444</a>,Вооружение енисейских кыргызов VI-XII вв.|Vooruzhenie eniseĭskikh kyrgyzov VI-XII vv.|Vooruzhenie eniseĭskikh kyrgyzov VI-XII vv.,"Khudi︠a︡kov, I︠U︡. S. (I︠U︡liĭ Sergeevich)|Худяков, Ю.С.|Medvedev, V.E.","Новосибирск|Novosibirsk|Изд-во ""Наука"", Сибирское отд-ние|Izd-vo ""Nauka,"" Sibirskoe otd-nie",,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42458'>full:001:https://archive.nyu.edu/bitstream/2451/42458</a>/1/isawdca_000104.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42458'>thumb:001:https://archive.nyu.edu/bitstream/2451/42458</a>/2/isawdca_000104_thumb.png
<a href='http://hdl.handle.net/2451/42459'>http://hdl.handle.net/2451/42459</a>,,isawdca_000106.pdf,<a href='http://www.worldcat.org/oclc/21897131'>OCLC: 21897131</a>,book,Восстания карматов (IX-X вв),"Vosstanii︠a︡ Karmatov, IX-X vv.",,"Bunii︠a︡tov, Zii︠a︡ M.","Буниятов, З.",Баку,Baku,"""Элм""","""Ėlm""",1988,119,,,,Karmat uprisings (IX-X cc),"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42459'>full:001:https://archive.nyu.edu/bitstream/2451/42459</a>/1/isawdca_000106.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42459'>thumb:001:https://archive.nyu.edu/bitstream/2451/42459</a>/2/isawdca_000106_thumb.png,<a href='http://hdl.handle.net/2451/42459'>http://hdl.handle.net/2451/42459</a>|<a href='http://www.worldcat.org/oclc/21897131'>OCLC: 21897131</a>,"Восстания карматов (IX-X вв)|Vosstanii︠a︡ Karmatov, IX-X vv.","Bunii︠a︡tov, Zii︠a︡ M.|Буниятов, З.","Баку|Baku|""Элм""|""Ėlm""",,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42459'>full:001:https://archive.nyu.edu/bitstream/2451/42459</a>/1/isawdca_000106.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42459'>thumb:001:https://archive.nyu.edu/bitstream/2451/42459</a>/2/isawdca_000106_thumb.png
<a href='http://hdl.handle.net/2451/42460'>http://hdl.handle.net/2451/42460</a>,,isawdca_000107.pdf,<a href='http://www.worldcat.org/oclc/20116226'>OCLC: 20116226</a>,book,Геоксюрская группа поселений эпохи энеолита,Geoksi︠u︡rskai︠a︡ gruppa poseleniĭ ėpokhi ėneolita.,Geoksi︠u︡rskai︠a︡ gruppa poseleniĭ ėpokhi ėneolita.,"Khlopin, I. N. (Igorʹ Nikolaevich)","Хлопин, И.Н.",Москва-Ленинград,Moskva-Leningrad,"Изд-во ""Наука""","Izd-vo ""Nauka""",1964,176,,,Turkmenistan,Stone age--Turkmenistan. Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42460'>full:001:https://archive.nyu.edu/bitstream/2451/42460</a>/1/isawdca_000107.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42460'>thumb:001:https://archive.nyu.edu/bitstream/2451/42460</a>/2/isawdca_000107_thumb.png,<a href='http://hdl.handle.net/2451/42460'>http://hdl.handle.net/2451/42460</a>|<a href='http://www.worldcat.org/oclc/20116226'>OCLC: 20116226</a>,Геоксюрская группа поселений эпохи энеолита|Geoksi︠u︡rskai︠a︡ gruppa poseleniĭ ėpokhi ėneolita.|Geoksi︠u︡rskai︠a︡ gruppa poseleniĭ ėpokhi ėneolita.,"Khlopin, I. N. (Igorʹ Nikolaevich)|Хлопин, И.Н.","Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука""|Izd-vo ""Nauka""",,Turkmenistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42460'>full:001:https://archive.nyu.edu/bitstream/2451/42460</a>/1/isawdca_000107.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42460'>thumb:001:https://archive.nyu.edu/bitstream/2451/42460</a>/2/isawdca_000107_thumb.png
<a href='http://hdl.handle.net/2451/42461'>http://hdl.handle.net/2451/42461</a>,,isawdca_000108.pdf,<a href='http://www.worldcat.org/oclc/85116177'>OCLC: 85116177</a>,book,Города Южного Согда в VIII-XII вв.,Goroda I︠U︡zhnogo Sogda v VIII-XII vv.,Goroda I︠U︡zhnogo Sogda v VIII-XII vv.,"Lunina, S. B. (Svetlana Borisovna)","Лунина, С.Б.",Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",1984,150,,,Uzbekistan,Excavations (Archaeology)--Uzbekistan--Qashqadare oblasti. Qashqadare oblasti (Uzbekistan)--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.","Pugachenkova, Galina Anatolʹevna.",,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42461'>full:001:https://archive.nyu.edu/bitstream/2451/42461</a>/1/isawdca_000108.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42461'>thumb:001:https://archive.nyu.edu/bitstream/2451/42461</a>/2/isawdca_000108_thumb.png,<a href='http://hdl.handle.net/2451/42461'>http://hdl.handle.net/2451/42461</a>|<a href='http://www.worldcat.org/oclc/85116177'>OCLC: 85116177</a>,Города Южного Согда в VIII-XII вв.|Goroda I︠U︡zhnogo Sogda v VIII-XII vv.|Goroda I︠U︡zhnogo Sogda v VIII-XII vv.,"Lunina, S. B. (Svetlana Borisovna)|Лунина, С.Б.|Pugachenkova, Galina Anatolʹevna.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",,Uzbekistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42461'>full:001:https://archive.nyu.edu/bitstream/2451/42461</a>/1/isawdca_000108.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42461'>thumb:001:https://archive.nyu.edu/bitstream/2451/42461</a>/2/isawdca_000108_thumb.png
<a href='http://hdl.handle.net/2451/42462'>http://hdl.handle.net/2451/42462</a>,,isawdca_000109.pdf,<a href='http://www.worldcat.org/oclc/21330212'>OCLC: 21330212</a>,book,Городище Пайкенд (к проблеме ... ср.-век. города Ср. Азии),Gorodishche Paĭkend : k probleme izuchenii︠a︡ srednevekovogo goroda Sredneĭ Azii,Gorodishche Paĭkend : k probleme izuchenii︠a︡ srednevekovogo goroda Sredneĭ Azii,"Mukhamedzhanov, A. R. (Abdullakhad Rakhimdzhanovich)","Мухамеджанов, А.Р.",Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",1988,202,,,Uzbekistan,Excavations (Archaeology)--Uzbekistan--Paĭkend (Extinct city). Paĭkend (Extinct city).,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.","Askarov, A. A. (Akhmadali Askarovich)",,,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42462'>full:001:https://archive.nyu.edu/bitstream/2451/42462</a>/1/isawdca_000109.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42462'>thumb:001:https://archive.nyu.edu/bitstream/2451/42462</a>/2/isawdca_000109_thumb.png,<a href='http://hdl.handle.net/2451/42462'>http://hdl.handle.net/2451/42462</a>|<a href='http://www.worldcat.org/oclc/21330212'>OCLC: 21330212</a>,Городище Пайкенд (к проблеме ... ср.-век. города Ср. Азии)|Gorodishche Paĭkend : k probleme izuchenii︠a︡ srednevekovogo goroda Sredneĭ Azii|Gorodishche Paĭkend : k probleme izuchenii︠a︡ srednevekovogo goroda Sredneĭ Azii,"Mukhamedzhanov, A. R. (Abdullakhad Rakhimdzhanovich)|Мухамеджанов, А.Р.|Askarov, A. A. (Akhmadali Askarovich)","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",,Uzbekistan,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42462'>full:001:https://archive.nyu.edu/bitstream/2451/42462</a>/1/isawdca_000109.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42462'>thumb:001:https://archive.nyu.edu/bitstream/2451/42462</a>/2/isawdca_000109_thumb.png
<a href='http://hdl.handle.net/2451/42463'>http://hdl.handle.net/2451/42463</a>,,isawdca_000110.pdf,<a href='http://www.worldcat.org/oclc/26071654'>OCLC: 26071654</a>,book,Граффити на восточных монетах,Graffiti na vostochnykh monetakh : drevni︠a︡i︠a︡ Rusʹ i sopredelʹnye strany,,Dobrovolʹskiĭ I. G.,"Добровольский, И.Г.",Ленинград,Leningrad,Изд-во Ленинградского уни-та,Izd-vo Leningradskogo uni-ta,1991,189,,,,"Coins, Oriental -- Russia. Coins, Oriental -- Europe. Coins -- Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.","Dubov, I.V.","Kuz'menko, I͡U.K.",,,,,Russian,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42463'>full:001:https://archive.nyu.edu/bitstream/2451/42463</a>/1/isawdca_000110.pdf,<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42463'>thumb:001:https://archive.nyu.edu/bitstream/2451/42463</a>/2/isawdca_000110_thumb.png,<a href='http://hdl.handle.net/2451/42463'>http://hdl.handle.net/2451/42463</a>|<a href='http://www.worldcat.org/oclc/26071654'>OCLC: 26071654</a>,Граффити на восточных монетах|Graffiti na vostochnykh monetakh : drevni︠a︡i︠a︡ Rusʹ i sopredelʹnye strany,"Dobrovolʹskiĭ I. G.|Добровольский, И.Г.|Dubov, I.V.|Kuz'menko, I͡U.K.",Ленинград|Leningrad|Изд-во Ленинградского уни-та|Izd-vo Leningradskogo uni-ta,,,<a href='full:001:https://archive.nyu.edu/bitstream/2451/42463'>full:001:https://archive.nyu.edu/bitstream/2451/42463</a>/1/isawdca_000110.pdf|<a href='thumb:001:https://archive.nyu.edu/bitstream/2451/42463'>thumb:001:https://archive.nyu.edu/bitstream/2451/42463</a>/2/isawdca_000110_thumb.png
