Dublin Core:Relation,Dublin Core:Type,Dublin Core:Date,Dublin Core:Extent,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Language,Dublin Core:Identifier,Dublin Core:Title,Dublin Core:Creator,Dublin Core:Publisher,Dublin Core:Description,Dublin Core:Coverage
full:001:https://archive.nyu.edu/bitstream/2451/42456/1/isawdca_000121.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42456/2/isawdca_000121_thumb.png,book,1972,32,Samarqand (Uzbekistan)--History--Sources.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42456'>http://hdl.handle.net/2451/42456</a>|<a href='http://www.worldcat.org/oclc/73351034'>OCLC: 73351034</a>,Древний Самарканд в известиях античных авторов (отрывки и комментарии)|Drevniĭ Samarkand (Marakandy) v izvestii︠a︡kh antichnykh avtorov|Drevniĭ Samarkand (Marakandy) v izvestii︠a︡kh antichnykh avtorov,"Pʹi︠a︡nkov, I. V. (Igorʹ Vasilʹevich)|Пьянков, И.В.","Душанбе|Dushanbe|Изд-во ""Дониш""|Izd-vo ""Donish""",,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42465/1/isawdca_000122.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42465/2/isawdca_000122_thumb.png,book,1989,205,Excavations (Archaeology)--Uzbekistan--Samarqand oblasti. Sogdians. Samarqand oblasti (Uzbekistan)--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42465'>http://hdl.handle.net/2451/42465</a>|<a href='http://www.worldcat.org/oclc/24449875'>OCLC: 24449875</a>,Древности Мианкаля (из работ УзИскЭ)|Drevnosti Miankali︠a︡ : iz rabot Uzbekistanskoĭ iskusstvovedcheskoĭ ėkspedit︠s︡ii|Drevnosti Miankali︠a︡ : iz rabot Uzbekistanskoĭ iskusstvovedcheskoĭ ėkspedit︠s︡ii,"Pugachenkova, Galina Anatolʹevna.|Пугаченкова, Г.А.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",Поиски и открытия|Poiski i otkrytii︠a︡,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42471/1/isawdca_000129.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42471/2/isawdca_000129_thumb.png,serial,1963,161,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42471'>http://hdl.handle.net/2451/42471</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42472/1/isawdca_000130.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42472/2/isawdca_000130_thumb.png,serial,1966,145,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42472'>http://hdl.handle.net/2451/42472</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42473/1/isawdca_000131.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42473/2/isawdca_000131_thumb.png,serial,1969,,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42473'>http://hdl.handle.net/2451/42473</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42474/1/isawdca_000132.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42474/2/isawdca_000132_thumb.png,serial,1972,98,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42474'>http://hdl.handle.net/2451/42474</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42475/1/isawdca_000133.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42475/2/isawdca_000133_thumb.png,serial,1984,89,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42475'>http://hdl.handle.net/2451/42475</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42476/1/isawdca_000134.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42476/2/isawdca_000134_thumb.png,serial,1985,119,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42476'>http://hdl.handle.net/2451/42476</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42477/1/isawdca_000135.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42477/2/isawdca_000135_thumb.png,serial,1988,138,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42477'>http://hdl.handle.net/2451/42477</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,"Москва-Ленинград|Moskva-Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|Izd-vo ""Nauka"" Leningradskoe otd-ie",,
full:001:https://archive.nyu.edu/bitstream/2451/42478/1/isawdca_000136.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42478/2/isawdca_000136_thumb.png,serial,2001,183,"Inscriptions, Oriental.","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42478'>http://hdl.handle.net/2451/42478</a>|<a href='http://www.worldcat.org/oclc/1568117'>OCLC: 1568117</a>,"Эпиграфика Востока/Ленинградское отделение института истории материальной культуры имени академика Н.Я. Марра, сектор Средней Азии.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.|Ėpigrafika Vostoka / Akademii︠a︡ nauk Soi︠u︡za SSR, Leningradskoe otdelenie Instituta istorii materialʹnoĭ kulʹtury imeni akademika N. I︠A︡. Marra, Sektor Sredneĭ Azii.",,Москва-Ленинград|Moskva-Leningrad|Институт востоковедения РАН|Institut Vostokovedenii︠a︡ RAN,,
full:001:https://archive.nyu.edu/bitstream/2451/42466/1/isawdca_000146.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42466/2/isawdca_000146_thumb.png,serial,1963,382,Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42466'>http://hdl.handle.net/2451/42466</a>|<a href='http://www.worldcat.org/oclc/42315119'>OCLC: 42315119</a>,Труды Южно-Туркменистанской археологической комплексной экспедиции|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.,,Ашхабад|Ashkhabad|Изд-во Академии наук Туркменской ССР|Izd-vo Akademii nauk Turkmenskoĭ SSR,,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42467/1/isawdca_000147.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42467/2/isawdca_000147_thumb.png,serial,1969,289,Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42467'>http://hdl.handle.net/2451/42467</a>|<a href='http://www.worldcat.org/oclc/42315119'>OCLC: 42315119</a>,Труды Южно-Туркменистанской археологической комплексной экспедиции|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.,,"Ашхабад|Ashkhabad|Изд-во ""Ылым""|Izd-vo ""Ylym""",,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42468/1/isawdca_000148.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42468/2/isawdca_000148_thumb.png,serial,1974,315,Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42468'>http://hdl.handle.net/2451/42468</a>|<a href='http://www.worldcat.org/oclc/42315119'>OCLC: 42315119</a>,Труды Южно-Туркменистанской археологической комплексной экспедиции|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.,,"Ашхабад|Ashkhabad|Изд-во ""Ылым""|Izd-vo ""Ylym""",,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42469/1/isawdca_000149.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42469/2/isawdca_000149_thumb.png,serial,1978,195,Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42469'>http://hdl.handle.net/2451/42469</a>|<a href='http://www.worldcat.org/oclc/42315119'>OCLC: 42315119</a>,Труды Южно-Туркменистанской археологической комплексной экспедиции|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.,,"Ашхабад|Ashkhabad|Изд-во ""Ылым""|Izd-vo ""Ylym""",,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42470/1/isawdca_000150.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42470/2/isawdca_000150_thumb.png,serial,1981,181,Turkmenistan--Antiquities.,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42470'>http://hdl.handle.net/2451/42470</a>|<a href='http://www.worldcat.org/oclc/42315119'>OCLC: 42315119</a>,Труды Южно-Туркменистанской археологической комплексной экспедиции|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.|Trudy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii.,,"Ленинград|Leningrad|Изд-во ""Наука"", Ленинградское отд-ние|""Nauka"" Leningradskoe otd-nie",,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42602/1/isawdca_000154.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42602/2/isawdca_000154_thumb.png,serial,1970,43,Turkmenistan--Antiquities,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42602'>http://hdl.handle.net/2451/42602</a>|<a href='http://www.worldcat.org/oclc/72307254'>OCLC: 72307254</a>,Материалы Южно-Туркменистанской археологической комплексной экспедиции|Materialy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii,,"Ашхабад|Ashkhabad|Издательство ""Ылым""|Izdatel'stvo ""Ylym""",Материалы Южно-Туркменистанской археологической комплексной экспедиции|Materialy I︠U︡zhno-Turkmenistanskoĭ arkheologicheskoĭ kompleksnoĭ ėkspedit︠s︡ii,Turkmenistan
full:001:https://archive.nyu.edu/bitstream/2451/42613/1/isawdca_000161.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42613/2/isawdca_000161_thumb.png,serial,1960,546,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42613'>http://hdl.handle.net/2451/42613</a>|<a href='http://www.worldcat.org/oclc/493076967'>OCLC: 493076967</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958.|Семенов, А.А.",Ташкент|Tashkent|Изд-во Академии наук Узбекской ССР|Izd-vo Akademii nauk Uzbekskoĭ SSR,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42620/1/isawdca_000162.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42620/2/isawdca_000162_thumb.png,serial,1963,741,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42620'>http://hdl.handle.net/2451/42620</a>|<a href='http://www.worldcat.org/oclc/496233067'>OCLC: 496233067</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958.|Семенов, А.А.",Ташкент|Tashkent|Изд-во Академии наук УзССР|Izd-vo Akademii nauk UzSSR,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42621/1/isawdca_000163.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42621/2/isawdca_000163_thumb.png,serial,1964,557,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42621'>http://hdl.handle.net/2451/42621</a>|<a href='http://www.worldcat.org/oclc/493078168'>OCLC: 493078168</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.|Урунбаев, А.|Epifanova, L.M.","Ташкент|Tashkent|Изд-во ""Наука"", Узбекской ССР|Izd-vo ""Nauka"" Uzbekskoĭ SSR",Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42622/1/isawdca_000164.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42622/2/isawdca_000164_thumb.png,serial,1967,801,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42622'>http://hdl.handle.net/2451/42622</a>|<a href='http://www.worldcat.org/oclc/493078174'>OCLC: 493078174</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958.|Семенов, А.А.|Voronovskiĭ, D.G.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42623/1/isawdca_000165.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42623/2/isawdca_000165_thumb.png,serial,1971,601,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42623'>http://hdl.handle.net/2451/42623</a>|<a href='http://www.worldcat.org/oclc/493079066'>OCLC: 493079066</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.|Урунбаев, А.|Epifanova, L.M.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42624/1/isawdca_000166.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42624/2/isawdca_000166_thumb.png,serial,1975,708,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42624'>http://hdl.handle.net/2451/42624</a>|<a href='http://www.worldcat.org/oclc/493078184'>OCLC: 493078184</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Voronovskiĭ, D.G.|Вороновский, Д.Г.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
full:001:https://archive.nyu.edu/bitstream/2451/42625/1/isawdca_000167.pdf|thumb:001:https://archive.nyu.edu/bitstream/2451/42625/2/isawdca_000167_thumb.png,serial,1987,449,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Russian,<a href='http://hdl.handle.net/2451/42625'>http://hdl.handle.net/2451/42625</a>|<a href='http://www.worldcat.org/oclc/493076997'>OCLC: 493076997</a>,Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.|Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.|Урунбаев, А.","Ташкент|Tashkent|Изд-во ""Фан"" Узбекской ССР|Izd-vo ""Fan"" Uzbekskoĭ SSR",Собрание восточных рукописей Академии наук Узбекской ССР.|Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Uzbekistan
